_id,category,childFriendly,description,title
5cec11359ce7720001f2d265,shops,false,"Quelle belle histoire d'amour entre moi, mes hôtes et les étals de M.Fourchon ! La petite boutique rouge et blanche regorge de produits mademoiselle on France de grande qualité... rôti de bœuf à se damner, côtelettes qui se pâment, guirlandes de charcuteries et ses majestés les andouillettes d'Arras ou de Cambrai...le tout servi avec une gentillesse incroyable et des conseils avisés... dernier conseil : prenez un poulet fermier le dimanche midi et faites une terrasse au marché de Wazemmes, le grand moment de rassemblement lillois...et vous verrez comme on vit bien par chez nous ! ????",La boucherie normande de M.Fourchon
5cfa25a7d0e1be0001d8711a,shops,false,,Les Douces Recoltes
5d2bab49eb45f900013aba49,pubAndRestaurants,false,homemade pasta and Italian comfort food,"RINO'S PLACE"
5cebc2899ce7720001f2d195,shops,false,"Une épicerie fine en bas de chez moi qui propose une sélection de vins, spiritueux et une partie traiteur avec seulement des bons produits (apéro, fromages, charcuterie, burrata etc.). Une sélection parfaite pour un apéro improvisé ou rapporter des bons produits de France chez soi. Des produits sains, respectueux, de qualité et toujours une sélection qui nous fait découvrir le monde.",Julhès
5d30d77eeb45f900013aba56,pubAndRestaurants,false,steakhouse,BELCAMPO MEAT CO.
5d3780a7eb45f900013abaf2,pubAndRestaurants,false,British pub,THE LION & UNICORN
5ceba6ab07b9eb0001fcac57,shops,false,"Tout est délicieux, de la pâtisserie fine aux nombreux choix de pain, levain naturel garanti! Bémol : toujours beaucoup de queue",Pain Pain
5cec05ef9ce7720001f2d251,shops,false,"Une générosité dans les pâtisseries et les pains inégalée... tout est beau et bon! A toute heure que ce soit le croissant au beurre, la baguette ou la tartelette aux noix, de mille battements mon cœur bat.",Leloup gourmand
5cfa2cf4d0e1be0001d8713c,pubAndRestaurants,false,,Chez Lucienne
5ccffdf22c1ae724c6827e86,transports,false,,gare 
5cebb02ec04d820001c27581,shops,false,"Ce caviste indépendant propose de très bonnes bouteilles, pour tous les goûts et tous les prix. Ils sont toujours très accueillants et proposent plus qu'un simple achat, ils aiment passer du temps avec les clients et faire goûter pleins de produits ! J'y suis allée avec mon père, de passage à Paris, on pensait aller diner dans un resto du coin, mais on a fini par passer la soirée avec eux, à déguster des vins de toutes sortes ! Depuis, j'invite chacun de mes invités à y faire un tour. Je ne prends pas trop de risque, comme tout visiteur français ou étranger est toujours content de déguster un bon vin :)",Les caves Saint Martin
5cebb1c0c04d820001c2758d,shops,false,"Cette petite fromagerie est installée dans le quartier depuis longtemps. Le quartier est riche de nombreux commerces de bouche bien, sûr, et on aurait pu citer la délicieuse italienne RAP. Mais j'ai choisi Chataigner. Yves y commerce depuis plusieurs dizaines d'années. Ses fromages sont délicieux, moins chers que ses concurrents et bien meilleurs. Il y a un côté d'un Paris disparu chez lui. Un peu bourru au premier abord mais sympathique qui connait son travail et son produit et la preuve sa boutique jamais ne désemplit. On y trouve de toutes les régions françaises. Du camembert de Normandie, du Brie de Meaux, du Cantal, le merveilleux comté du Jura et les merveilles de la Savoie. Les chèvres de tourraine. On s'y régale, on s'y délecte.",La fromagerie Chataigner
5cebeedfd274880001cb4fb4,pubAndRestaurants,false,"C'est un restaurant très parisien familial. Les produits sont toujours très frais. La nourriture est bonne. Les plats du jour changent chaque jour et les patrons sont très sympathiques. Il y a une bonne ambiance de quartier et les gens sont souvent des habitués. On se croirait dans un petit village !",Le Daudet
5cd006a42c1ae724c6827e8e,transports,true,,TRAIN STATION ROUEN
5cebb48cc04d820001c275a2,shops,false,"Habituée à faire mes courses là bas, produits de qualité
Restaurants délicieux découverts lors de soirées romantiques",Kelbongoo
5cebc2a29ce7720001f2d196,pubAndRestaurants,false,Superbe décor art déco une cuisine traditionnelle française revisitée,Le Zéphyr
5d43f132aed012000153fc58,shops,false,,Salon de thé Sister
5cebba029ce7720001f2d15a,shops,false,Mes voyageurs qui souhaitent ramener des fromages français chez eux apprécient cette fromagerie tenue par un homme âgé très sympathique qui les emballe sous vide et leur en offre en cadeau.,Fromagerie Didot
5cfa222ad0e1be0001d87102,shops,false,,Pâtisserie Saint Victor
5d277ff1219fd40001a86b88,pubAndRestaurants,false,,PETER LUGER STEAK HOUSE
5cebb373c04d820001c2759a,pubAndRestaurants,false,"Il s'agit d'un petit restaurant qui ne paye pas de mine juste dans la rue adjacente à mon appartement. La cuisine est juste fabuleuse pour des prix réduits.",Marrow
5cebf77a9ce7720001f2d1e5,shops,false,"Je connais ce commerce de fruits et légumes depuis 40 ans. J'ai vu l'organisation des magasins et les personnes changer mais la qualité et la variété restent constantes. C'est rare. L'accueil a toujours été sympa et le reste.",Le verger Saint Denis
5ceba81a07b9eb0001fcac5c,shops,false,"je recommande ce magasin car il est au pied de l'immeuble, ouvert tous les jours, des produits bio et du terroirs et il a une section traiteur fait maison; idéal pour mes hôtes étrangers pour découvrir nos produits français et pour les provinciaux pour manger sainement",Bio coop
5cebf7d69ce7720001f2d1e7,shops,false,"Pâtissier de génie! Le meilleur de Paris à nos yeux.
 Propose les grands classiques et des créations dont quelques surprises (par exemple du sucre pétillant dans certaines, rappelant les Frizzi Pazzi des 80's pour ceux qui ont la chance de connaître ces bonbons qui claquent :-) , à ne manquer sous aucun prétexte!
 Étonnamment peu connu, tant mieux pour nous, le ""secret"" est bien gardé si ce n'est pour nos guests dont certains en ont ramené chez eux :)",Carl Marletti
5cec01119ce7720001f2d232,shops,false,"boulangerie où je vais quotidiennement, très bon accueil et meilleur pain & pâtisseries de paris !",Boulangerie Joël
5cec02929ce7720001f2d23d,pubAndRestaurants,false,"It's the best pizza around, cheap with great craft local beers.",Sette Pizzeria
5cec0fba9ce7720001f2d259,shops,false,"Leur pain est excellent spécialement celui d'épeautre et bio ce qui ne gâche rien bien au contraire ;-)",Boulangerie Patisserie Degruson
5d3232beeb45f900013abaaf,pubAndRestaurants,false,"French bistro
",MON AMI GABI
5d3a0e2caed012000153fb92,pubAndRestaurants,false,Modern european,SAUTERELLE
5cebba1f9ce7720001f2d15b,shops,false,Boulangerie à l’ancienne - un des rares adresses qui font du pain à la main et en fermentation lente et naturelle - ce que donne du goût mais aussi qu’élimine la plus part du gluten ! Et juste à côté de la maison ! Trop de chance - il y a des gens qui traversent Paris pour venir ici ! Attention aux rush heures - il y a de la queue ! Demandez pour le « Pain des Amis »,Du pain et des Idées
5d30dbdfeb45f900013aba5f,pubAndRestaurants,false,rooftop bar,BROKEN SHAKER
5cfa239dd0e1be0001d8710d,pubAndRestaurants,false,,La Cave à Jambon
5d43ef61aed012000153fc49,pubAndRestaurants,false,,Madé Hand Poké Bar
5d51da18aed012000153fcc9,pubAndRestaurants,false,Indian,VEERASWAMY
5cebad61c04d820001c2756c,shops,false,Les meilleurs fruits de mer de Paris en terrasse ou près du Vivier. Fraîcheur et bonne humeur après avoir fait son marché rue d’Aligre. Un pur bonheur très Parisien.,Paris Pêche poissonnerie
5cfa297fd0e1be0001d8712b,shops,false,,Le coin des épicuriens
5d30e367eb45f900013aba72,pubAndRestaurants,false,"Inventive Asian-Italian tasting menus
",ORSA & WINSTON
5d3a0d29aed012000153fb8f,pubAndRestaurants,false,Modern british,ELLORY
5d51d3f4aed012000153fcb6,pubAndRestaurants,false,Modern british,ROGANIC
5cebbba79ce7720001f2d165,pubAndRestaurants,false,"Je connaissais delà les anciens propriétaires et leur fameux bouledogue . Aujourd'hui il n'y a plus de bouledogue mais l'ambiance est très conviviale et raffinée, les menus offrent une belle variété de plats français. Le service est impeccable. Les prix raisonnables. Très fréquenté par les gens du quartier, des personnalités politiques, des gens de la mode et des galeristes. Bref on y passe un moment très agréable.",Café Brasserie Le Bouledogue
5ce51ceb38cff800016fa6c8,health,false,,St Georges
5cebac35c04d820001c27563,pubAndRestaurants,false,"ce restaurant de mon quartier de Montmartre.car il a la particularité d'être a taille humaine tous les habitants de mon quartier y mange le midi un mélange de population typiquement Parisien des plombier des électricien des commerçant on y mange très très bien pour 13€ avec une vrai ambiance Parisienne Montmartroise au pied de la Butte Montmartre près de la mairie du 75018 Voila ce que je peux vous dire sur ma façon de faire découvrir le Vrai Paris à mes voyageurs :",La taverne des cloys
5d30e9e8eb45f900013aba80,pubAndRestaurants,false,"Compact spot for raw fish & rice bowls
",OHANA POKÉ CO
5ce57452cdfd7f00017183c3,pubAndRestaurants,false,,Pomme d’épices
5cebb012c04d820001c27580,pubAndRestaurants,false,"Idéalement bien situé en plein centre de Paris. C'Roll Sushi font vraiment des plats ""fait maison"". Avec la spécialité du sushi ""Crispy"" croquant à l'extérieur et fondant à l'intérieur. Tarif abordable pour tous! Quoi de mieux ?","C'Roll Sushi"
5d2ba4f4eb45f900013aba3b,pubAndRestaurants,false,Mediterranean seafood,OSTRA
5d30d873eb45f900013aba58,pubAndRestaurants,false,"Upscale, meat-focused Italian eatery",CHI SPACCA
5cebbc4f9ce7720001f2d16a,shops,false,"J'ai la chance d'avoir la boulangerie la plus belle, la plus bonne et la plus joyeuse à côté de chez moi. Vous serez toujours servi avec le sourire!",Boulangerie Ernest & Valentin
5cebf4509ce7720001f2d1d0,shops,false,"On trouve tout ce qu'il y a de meilleur pour nous alimenter : pain, fruits, légumes, épiceries, produits frais. Tout est bon pour la santé",La Vie Claire
5cec016c9ce7720001f2d235,shops,false,"J'ai découvert cette boulangerie comme par hasard, après avoir déménage... L'accueil est extrêmement gentil, le meilleur pain complet, baguette déjà primée, croissant croustillant et chaud à tous moments! Un endroit où on est tous considérés comme des habitants du quartier, même les visiteurs ! Et ceci, on ne trouve pas partout à Paris :)",Boulangerie Daumesnil
5cec03099ce7720001f2d243,shops,false,"Ouvert 7 jours sur 7, on y trouve toujours tout ce que l'on veut. Pains variés, fruits et légumes frais et des produits d'épicerie vendus en vrac sans emballage plastique.","Bien l'épicerie"
5d377c7eeb45f900013abae8,pubAndRestaurants,false,classic Pub,THE DOG AND FOX
5cebb25ac04d820001c27591,pubAndRestaurants,false,"uste à côté de chez moi, inspiré par le slow food, des producteurs de qualité qui sont représentés par des produits simples et bons, qui sensibilisent mes guests autour des valeurs de l’ecogastronomie.
 J’adore!",Causses
5cebb62b1fedf300017184a9,shops,false,"Deux jeunes femmes se sont lancées toutes seule dans cette entreprise de quartier , une très jolie petite épicerie fine , proposant des produits de qualité , des cafés tout chauds et des sandwichs délicieux
L' endroit est mignon , idéalement situé et les deux tenantes sont charmantes !",Chez Myrthe
5cfa2fcfd0e1be0001d8714e,shops,false,,"Hat's"
5cfa2fefd0e1be0001d8714f,shops,false,,Le bar à Pain
5d51cc6eaed012000153fcaa,pubAndRestaurants,false,MediterraneanGreek,ESTIATORIO MILOS
5db847f540ecd6379b377288,activities,true,,Longleat
5db858c440ecd6379b3772ad,shops,false,,Gelli Hotel
5ddfb8fc71f717661e22b362,essentials,false,,Boucherie du Marché
5e4ba8d54ed58d3c9c02f971,pubAndRestaurants,false,,Restaurant L’Homme de Bois
5ec64b9265982c3b13c99197,shops,true,,Docks Vauban
5eebdac3ec982b260aa1d7bd,pubAndRestaurants,true,,"A l'Ardoise"
5f10bcee656a792d80cec086,spots,true,,Veules-les-Roses
5f57d2fcd2da2602445aaf28,pubAndRestaurants,false,,Les Quatre Chats
5fdd3902624f4b37fb5658dc,pubAndRestaurants,false,,Rev’art jungle
5d322ad4eb45f900013aba9c,pubAndRestaurants,true,"Elevated sandwiches & cocktails on tap
",WYLER ROAD
5cb8c48e2c1ae71a7304e35f,essentials,false,,POST OFFICE COLLIERS WOODS
5ceba7db07b9eb0001fcac5b,shops,false,"La cave de Belleville c’est LE lieu parfait : pour une soirée romantique ou une dégustation bien joyeuse entre copains.
Leur cave à vins est d’une richesse incroyable, avec des prix totalement abordable et un staff qui n’est pas avare en conseil. Les planches à partager sont composées de produits délicieux, savamment choisis (pour la Burrata!).
Occasionnellement, la cave organise des dégustations, qui permettent de découvrir vins et champagnes de manière pédagogique avec un sommelier passionné !",La cave de Belleville
5cebdaca9ce7720001f2d1a4,shops,false,,MILLE FEUILLES
5d405076aed012000153fbaa,pubAndRestaurants,false,,Le Bistro du Vingt
5d30db60eb45f900013aba5d,pubAndRestaurants,false,Apothecary-themed bar from New York,APOTHEKE LA
5d474c48aed012000153fc98,pubAndRestaurants,false,Japanese,SOSHARU
5d51d8e4aed012000153fcc4,pubAndRestaurants,false,Vietnamese,THE HOUSE OF HO
5d2ba61aeb45f900013aba3e,pubAndRestaurants,false,italian,GROTTO
5ce8042fe904e30001d8731b,pubAndRestaurants,false,,THE MERCER
5cec02709ce7720001f2d23c,pubAndRestaurants,false,"C'est une boulangerie de qualité comme tous les commerces de la rue St Charles et ce n'est pas une industrie comme certaines autres, le boulanger est jeune et sympa et les prix ne sont pas trop élevés.",La Boulangerie Saint Charles
5d376d72eb45f900013abadc,pubAndRestaurants,false,LebaneseMediterranean,CHEZ VOUS
5cb8cfbb2c1ae71a7304e365,activities,false,,LUKSHA HEALTH AND BEAUTY
5cebbb609ce7720001f2d163,shops,false,"Pâtisserie de tradition. Tout est fabriqué sur place avec des produits frais.
A la hauteur des plus grands pâtissiers parisiens.
Excellent rapport qualité vente",Patisserie Maison Pichard
5cec03e69ce7720001f2d24d,shops,false,"Boulangerie qui accepte la carte bancaire même pour des petits montants, le pain est excellent, et que serait la France sans une baguette chaude et des croissants ?",Le pain souriant
5d30e8fbeb45f900013aba7e,pubAndRestaurants,false,"Hip option for New American cooking
",GJELINA
5d51d7efaed012000153fcc1,pubAndRestaurants,false,French / Mediterranean ,THE NINTH
5d377b96eb45f900013abae6,pubAndRestaurants,false,British pub,THE PIG AND BUTCHER
5cebadedc04d820001c27570,shops,false,"Petit magasin bio, à 2 pas de chez moi. On trouve des fruits, des légumes en direct producteur. Qualité et goût toujours au top, avec un prix très honnête. L’impression de cueillir ses ingrédients directement à la campagne",Altervojo
5d278197219fd40001a86b8c,pubAndRestaurants,false,french dining,CAFE BOULUD
5d3a0edcaed012000153fb93,pubAndRestaurants,false,French,"BELLAMY'S"
5db858aa40ecd6379b3772ac,shops,false,,New Inn Ton pentre
5ddfb4b871f717661e22b350,pubAndRestaurants,false,,La Rucola
5df007ab71f717661e22b369,pubAndRestaurants,true,,Les Doges
5e74cbc2c105ec5df6b8fe7a,shops,true,"Boulangerie · Produit/service
27 rue chanoine pillons
62200 boulogne sur mer
Du mardi au vendredi de 6h30 à 13h et de 15h30 à 19h et le samedi et dimanche de 6h30 à 13h
categories
",Les délices de Léandre et Alice
5ed539e4d03d34121f67d107,spots,true,,Place Saint-Hilaire
5f48fbd687638513bfe4cd32,spots,false,,"Falaise d'Aval"
5fdd36dd624f4b37fb5658d7,shops,false,,Rue de la Champmesle
5ce51d6e38cff800016fa6c9,pubAndRestaurants,false,,Dip and Flip
5cebad48c04d820001c2756b,shops,false,"C'est selon moi la meilleure boulangerie du quartier en terme de pain , pâtisseries, tartes salées..., donc depuis quelques temps je la recommande à mes voyageurs afin qu'ils aient un petit aperçu de la gastronomie française et j'ai eu à plusieurs reprises des retours plein d'enthousiasme !","Boulangerie ""Maison Landemaine"""
5cebb9a69ce7720001f2d157,shops,false,"Des fruits et légumes délicieux et a un prix très correct, dans Paris c'est un vrai luxe. De plus, les vendeurs sont supers sympas, de bons conseils et qui connaissent bien leurs clients. Si je devais déménager un jour, c'est eux qui me manquerait le plus!",Primeur Roquette
5cebc26e9ce7720001f2d194,shops,false,"""O Potager de Ménil"" est une boutique bio sociale et solidaire tenue par les salariés d’un chantier d’insertion.
Située dans le quartier de Ménilmontant, elle propose des produits ""en vrac"", frais et issus de l’agriculture biologique qui proviennent de producteurs locaux et/ou circuits courts.",Potager de Ménil
5cec0fd59ce7720001f2d25a,pubAndRestaurants,false,"Lillois, j'ai vu la rue Basse au cœur du Vieux-Lille se transformer récemment, et notamment par exemple avec l'arrivée du salon de thé anglais Elizabeth's.
Elizabeth c'est la mère anglaise d'Howard, anglo-grecque né en France ;-)
Howard voit sa mère cuisiner et vendre des (bonnes!) pâtisseries anglaises maisons sur le marché du Touquet-Paris-Plage. Diplômé d'une école de commerce, après quelques expériences professionnelles, il décide de reprendre les recettes de sa mère et pousser le concept de manière sédentaire et authentique, dans le centre de Lille, dans une rue en travaux, dans une maison historique du XVIIème siècle, en ruine. Personne n'y croyait et après des années d'efforts acharnés, son salon de thé - pâtisseries anglaises est devenue une adresse incontournable et chaleureuse de Lille. Il vient même de doubler sa surface en rachetant la maison d'à côté. Une succès story familiale pleine de goût.","Elizabeth's"
5d30e477eb45f900013aba74,pubAndRestaurants,false,"Chic space for New American cuisine
",REDBIRD
5d3231aeeb45f900013abaad,pubAndRestaurants,false,"Modern Italian fare in a sleek setting
",RPM ITALIAN
5d38c61baed012000153fae7,activities,false,LA cathédrale,Cathédrale
5cebaca8c04d820001c27566,shops,false,"Une boulangerie moderne, dans le quartier de la Goutte d'Or à Paris, tenue par un couple. Elle est une ancienne mannequin Egypto-Malienne.
Il était graphiste et à tout plaqué pour devenir boulanger.
Rien d'incroyable dans cette boulangerie, juste un endroit tenu par des gens qui font un boulot qu'ils aiment, et qui le font bien. Leur pain est délicieux, les viennoiseries aussi, et les propriétaires sont accueillants.",Tembely Boulangerie
5cebba8a9ce7720001f2d15e,pubAndRestaurants,false,"C’est un excellent bar / dînatoire, très sympathique. Nos clients Airbnb y vont pour récupérer les clés de notre logement et apprécient beaucoup ce lieu pour sa convivialité et l’amabilité du personnel!",Chez Pignon
5cebb46fc04d820001c275a1,pubAndRestaurants,false,"Au Gourmet est un bistrot Parisien à deux pas de la place de Clichy, une pépite d'authenticité, avec un patron ancien chef qui vous prépare des plats délicieux et 100% frais (4 entrées, 4 plats, 4 desserts au choix, les menus changent tous les jours). Gérard est un patron qui adore ses clients! On y est bien, pour déjeuner ou pour y diner. Enjoy!",Au Gourmet
5cebf0779ce7720001f2d1b8,shops,false,"Nous étions les premiers clients de cette pâtisserie à son ouverture. Les mets sont délicieux et typiquement français. Nous sommes ici sur du haut de gamme. Nous proposons toujours à nos invités airbnb d'y aller. Ils reviennent tous émerveillés et y retournent plusieurs fois pdt leurs séjours.",Yann Couvreur Patisserie
5d277b84219fd40001a86b82,pubAndRestaurants,false,New American cuisine,Gramercy Tavern
5cebb3e7c04d820001c2759d,pubAndRestaurants,false,"Un vrai bar de quartier parisien (à 1.30 € le café ! ), convivial, lieu de rencontre entre les habitants, des repas et soirées entre voisins, et une vraie gastronomie culinaire.",Les Petits Oignons
5cebc01c9ce7720001f2d185,shops,false,"Twiggy et Michel, les propriétaires sont d’excellents conseils. Ils aident mes guests à choisir les fromages selon leur goût parmi leur sélection directement de Rungis.
 Ils sont situés dans le marché St Germain avec d’autres commerçants du quartier présent depuis des décennies dans cet espace préservé et tellement typique.",Fromagerie Sanders
5cebc1799ce7720001f2d18c,shops,false,"Le caviste le 117 est une épicerie fine ou l'on trouve de très bons vins et produits de bouche . Fadi le patron est adorable et on peut déjeuner et dîner sur place .",Le 117
5d0cdc0935c5cc000163412b,shops,false,Primeur avec de bons produits locaux,Épicerie fine
5d30e860eb45f900013aba7d,shops,false,"Popular stop for handcrafted sweets
",HUCKLEBERRY CAFE
5d322c20eb45f900013aba9f,pubAndRestaurants,false,"Argentinian steakhouse
",TANGO SUR
5d51cb85aed012000153fca9,pubAndRestaurants,false,French,ROUX AT PARLIAMENT SQUARE
5d30dce8eb45f900013aba63,pubAndRestaurants,false,"British brewpub with pints & pasties
",THE STALKING HORSE BREWERY & FREEHOUSE
5d30e4b2eb45f900013aba75,pubAndRestaurants,false,"Swanky, upscale menus 71 floors up
",71ABOVE
5d322dcdeb45f900013abaa3,pubAndRestaurants,false,"Cozy, casual eatery with an open kitchen
",JJ THAI STREET FOOD
5cebbe849ce7720001f2d179,pubAndRestaurants,false,"restaurant familial, cuisine française, dans un quartier non touristique",La Môme
5cebfb639ce7720001f2d204,pubAndRestaurants,false,Meilleure kebab de belleville cuisine Turc maison et broche de kebab assemblé sur place!,Mega Kebab
5d30de62eb45f900013aba67,pubAndRestaurants,false,Fine American fare & a lively bar scene,FIREFLY
5d37800aeb45f900013abaf0,pubAndRestaurants,false,British International,THE SCARSDALE TAVERN
5dd79f38e1d84424255e6499,shops,false,,The Bowler
5e8da3d373599907c397284a,spots,true,,Jardin des Tuileries
5e8daf6d73599907c397285e,pubAndRestaurants,true,,Crêperie 
5ef45605ec982b260aa1d7e1,shops,true,,"L'ATELIER DU PAIN"
5efa1109ec982b260aa1d7f6,pubAndRestaurants,false,,"L'Atelier Saisonnier Paris 11"
5f3be41309eae72bbe1a60b9,shops,false,,France
5f48d86387638513bfe4cd30,shops,false,,Maison Vatelier - Rouen
5f48fc7787638513bfe4cd33,pubAndRestaurants,false,,La Petite Épicerie
5f57d415d2da2602445aaf2b,activities,false,,Casino Barrière
5fdd2e97624f4b37fb5658cb,health,false,,Maternité CHU Rouen
5fdd33cd624f4b37fb5658d2,spots,false,,Basilique Notre Dame
5d37792beb45f900013abae0,pubAndRestaurants,false,international cuisine,HOLY SMOKE
5d3a0f8daed012000153fb96,pubAndRestaurants,false,BritishModern european,POLLEN STREET SOCIAL
5cebc35b9ce7720001f2d19c,shops,false,"Commerce proposant d’excellents fromages et conseils en vins qui peux les accompagner.
 Vous pouvez aussi y manger des spécialités fromagères. Produits de petits producteurs!",Fromage
5cebe96e9ce7720001f2d1ab,shops,false,"Ce petit primeur a ouvert il y a 3 ans, dans notre quartier : le haut de la rue Oberkampf, à la croisée entre Parmentier, réputé pour ses bars, et Menilmontant, quartier populaire et plein de vie.
Rachid y vend des fruits et légumes frais, avec une grosse offre bio, mais aussi de l'épicerie de proximité ! Ces étals sont pour moi un symbole de la qualité des produits français, nous qui sommes réputés pour la gastronomie et l'agriculture. Je le conseille toujours à mes voyageurs, car tout le monde y trouvera son bonheur : ceux qui souhaitent cuisiner des bons fruits et légumes frais lors de leur séjour chez moi ; ceux qui veulent acheter des bocaux ou des gâteaux pour ramener en souvenirs ; ceux qui, pressés, pourront lui acheter un smoothie ou un jus frais avant d'entamer leur visite de Paris.",Au Jardin des Saveurs
5cebfaac9ce7720001f2d1fc,shops,false,"Une petite trattoria italienne préservée des grands axes et qui vend d'excellents produits locaux italiens à des prix imbattables. Un régal !!",Latte Cisterino
5d322ce0eb45f900013abaa1,pubAndRestaurants,false,"Vibrant BYOB Mexican kitchen
",IXCATECO GRILL
5d43eea4aed012000153fc43,pubAndRestaurants,false,,Maison Darnauzan
5d43eebdaed012000153fc44,pubAndRestaurants,false,,Chez Dupont
5cebf8eb9ce7720001f2d1ef,shops,false,"Une boulangerie traditionnelle qui fabrique son excellente baguette maison Pichard, primée plusieurs fois pour son croissant, son pain au chocolat et organise régulièrement des visites de son four à pain.",Pichard
5cfa284fd0e1be0001d87126,shops,false,,Chez Fonfon
5cebadcdc04d820001c2756f,pubAndRestaurants,false,"C’est un restaurant typique Parisien, de style bistrot avec une grande terrasse et une décoration sobre et élégante. Une ambiance traditionnelle et fashion, un niveau sonore non perturbant, un service excellent et une carte de saison avec des produit frais. Je suis habitué des lieux depuis plus de 5 ans et je n’en démord pas. Je conseil ce restaurant à tous les hôtes , les retours qu’ils me font sont toujours très très bon. Idéal pour découvrir la gastronomie française et un lieu typique de Paris.",Chez Janou
5cebad02c04d820001c27569,shops,false,"J'aime la grande épicerie car il y a tout des vins sélectionnés a tout les prix, des gateaux deco, des miels de toutes provenance, du poisson frais, plus de 100 huiles d'olive des thèmes pour Noel Pâques et que tout ouvre l'appétit et comble le regard des yeux!",La grande épicerie
5cebad2ac04d820001c2756a,shops,false,"Le petit fromager fétiche chez qui on passe apres avoir fini son marché ! Des produits de qualité, excellents, on est jamais decus!",Fromagerie Hardouin
5cebb1a3c04d820001c2758c,pubAndRestaurants,false,"C’est un bar à vin/cave à manger où traçabilité et produits de terroir sont de mise, l’ambiance est top et Stéphane, le patron, est de très bons conseils... parfait pour découvrir les produits du Terroir Français !",Le Petit Nicoli
5cec0ff39ce7720001f2d25b,shops,false,"Une boutique historique à Lille
Déclinaison de saveurs autour de la gaufre, diversité de produits plus goûteux les uns des autres ( pâtisserie, chocolats, viennoiseries, macarons ) un bonheur gustatif et visuel.",Meert
5cebc1dc9ce7720001f2d18f,pubAndRestaurants,false,Le meilleur resto de la Butte aux Cailles!!-cuisine maison du Sud-Ouest et spécialités du pays basque-généreuses quantités-ambiance chaleureuse et festive. Je recommande!,Chez Gladine
5cec00ac9ce7720001f2d22e,pubAndRestaurants,false,"Restaurant corse découvert il y a plus de dix ans et qui permet de voyager sur l’ile de beauté tout en restant au cœur de Paris
Les plats, typiques de la gastronomie corse, sont succulents, le cadre très soigné et le service irréprochable.",L’alivi
5cec018c9ce7720001f2d236,pubAndRestaurants,false,"Cet endroit est magique, on peut tout y trouver d'ici et d'ailleurs pour manger, boire, se poser pour manger un morceau ou y faire ses courses.",La grande epicerie du bon marché
5cfa2613d0e1be0001d8711c,pubAndRestaurants,false,,Il Canaletto
5d30e088eb45f900013aba6a,pubAndRestaurants,false,Cal-Asian fare with views & lush gardens,YAMASHIRO HOLLYWOOD
5cebf22d9ce7720001f2d1c6,pubAndRestaurants,false,"Restaurant littéralement en bas de chez moi. Une ambiance tamisée, une salle décorée avec folie, et un accueil toujours chaleureux.",Chez Loulou
5cebf9209ce7720001f2d1f0,pubAndRestaurants,false,"Petit restaurant avec une qualité de nourriture de produits du marché et à des petits prix.
Pour les touristes de pouvoir manger à 17€50 entrée plat dessert c’est appréciable à Paris",EQUINOX
5cebf9ca9ce7720001f2d1f5,shops,false,"Découvert par hasard - en passant devant - et immédiatement, un coup de cœur pour ce lieu simple mais riche en produits, qui met en valeur des producteurs méconnus (mais qui ""monteront"", d'où son nom). Le gérant, Laurent Smith, est attachant, bilingue (important pour les voyageurs AirBnB) et passionné. Et, suffisamment rare à Paris pour être souligné : les produits de l'épicerie et de la cave peuvent être savourés sur place... sans droit de bouchon ! Bref : un régal de découvertes et de saveurs.",Les Domaines Qui Montent
5cfa2d5cd0e1be0001d8713e,shops,false,,Teavora
5d43f196aed012000153fc5b,activities,false,,La Boucherie des Chartons
5ddfb55071f717661e22b353,pubAndRestaurants,false,,"Le Petit Villiers ""Chez Fred"""
5ddfb5f071f717661e22b356,shops,false,,"Aux pains d'Emile"
5ddfb8e671f717661e22b361,shops,false,,Les Caves de Courcelles
5e8b683873599907c397283d,shops,false,,PANYPIU
5fdd372c624f4b37fb5658d8,shops,false,,Printemps Rouen
5fdd3899624f4b37fb5658db,shops,false,,Docks 76
5d378114eb45f900013abaf3,pubAndRestaurants,false,pub,THE RAILWAY
5d3a0c6caed012000153fb8c,pubAndRestaurants,false,Modern british,ANGLER
5ceba86407b9eb0001fcac5d,shops,false,"Ce commerce de boulangerie est tenu par un jeune couple (lui est français et sa femme est brésilienne)
Ils sont aimables, attentionnés et toujours de bonne humeur.
Les produits qu'ils commercialisent sont non seulement bons Mais en plus ils s'appliquent à toujours renouveler de nouveaux gâteaux ainsi que des pains
Ce sont devenus des amis et je ne suis pas le seul à l'être car lors de l'anniversaire de leurs enfants c'est avec d'autres habitants qu'on se retrouve autour de ce repas de fête. C'est avec plaisir que je parle d'eux ici.",Au Caprice Gourmand
5cebf6a99ce7720001f2d1df,shops,false,"Le fromage est un must français et cette boutique a un choix incroyable de fromages et d'autre petit produits qui représentent bien la France. La propriétaire est adorable et elle donne de très bons conseils. A coté il y a aussi une très bonne boulangerie et une cave a vin ! Le vrai triangle de survie !",La Butte Fromagère
5cebfbcf9ce7720001f2d208,shops,false,C’est un vrai commerçant de quartier qui est toujours de bon conseil et qui sait vous parler de ses fromages avec passion !,Fromagerie Didot
5cfa2a4fd0e1be0001d87130,pubAndRestaurants,false,,Le Cours en Vert MIKALA
5ccffe1e2c1ae724c6827e87,transports,false,,métro
